tweet,hate_speech,offensive_language,neither,mentions,hashtags,original_tweet
<MENTION> i m tired of bitches saying i look mean ? nigga you big af wear tight shirts and grim everybody,0,1,0,['@Montrell_'],[],"""@Montrell_: I'm tired of bitches saying I look mean.. ?"" nigga you big af, wear tight shirts, and grim everybody."
<MENTION> 10 birds your grandkids may never see thanks to climate change <URL> <URL> # climate,0,0,1,['@MotherJones'],['#Climate'],"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"
<MENTION> stay beautiful you bitch,0,1,0,['@MvckFadden'],[],"""@MvckFadden: ""Stay beautiful you bitch"""""
<MENTION> # wutkinda r purple ceeeleee man this gurl was jus playin on the stupid hoe track but in still shitted on sum gurls,0,1,0,['@NICKIMINAJ'],['#WutKinda'],"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls"
<MENTION> money getting taller and bitches getting blurry,0,1,0,['@NastyCopper'],[],"""@NastyCopper: Money getting taller and bitches getting blurry"""
<MENTION> at least i m not a nigger <URL> lmfao,1,0,0,['@NoChillPaz'],[],"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao"
<MENTION> people always asking me what i m mixed with she a bad asian bitch lol,0,1,0,['@No_FAKINGG'],[],"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol"
<MENTION> <MENTION> ariza is a snake and a coward but at least he isn t a cripple like your hero roach lmaoo,1,0,0,"['@NotoriousBM95', '@_WhitePonyJr_']",[],"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo"
<MENTION> <MENTION> fosters home for imaginary trash whoa chill that show was everything tf,0,0,1,"['@OSAY_it_aint_so', '@IgnoreAllLaws']",[],"""@OSAY_it_aint_so: “@IgnoreAllLaws: Fosters home for imaginary trash” WHOA CHILL""

that show was everything tf"
<MENTION> i am lowkey tired if you tired be quiet and go to sleep hoe,0,1,0,['@OfficialReplay'],[],"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!"
<MENTION> <MENTION> stop bringing weird niggers into my mentions <MENTION> <URL>,0,1,0,"['@PRAYINGFORHEAD', '@macklemroe', '@PRAYINGFORHEAD']",[],"""@PRAYINGFORHEAD: “@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD” http://t.co/cussDJesRK"""
<MENTION> we don t love these hoes ??,0,1,0,['@PRETTyBOSs_BRAt'],[],"""@PRETTyBOSs_BRAt: We don't love these hoes ??"""
<MENTION> if yo girl cant have homeboys you a ol weak bitch ass nigga,0,1,0,['@PatrickQuelo'],[],"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!"""
<MENTION> <MENTION> i think worst advice i gave you was don t be a pussy and speed up lol,0,1,0,"['@Patsfanjoe32', '@d_palomino52']",[],"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol"""
<MENTION> quote this tweet with your favorite animal pussy,0,1,0,['@PoemsPorn'],[],"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy"
<MENTION> i hate when strippers tell you they re dancers hoe ballet dancers don t pop their pussy to beethoven you a stripper,0,1,0,['@Poetic_Success'],[],"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!"""
<MENTION> andrewbryant poff has double vision after 2 beers poff double pussy ? smh,0,1,0,['@Poffalicious'],[],"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy ?"" smh"
<MENTION> when bitches twerk on the computer me in ya ? in ya damn ?,0,1,0,['@Poobie_'],[],"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya ?, in ya damn ???"""""
<MENTION> <MENTION> <MENTION> <MENTION> prince this is art <URL> nobody takin his bitch,0,1,0,"['@ProdsJewel_', '@sreadthepeace', '@yungmindless', '@PeacePunkPrince']",[],"""@ProdsJewel_: “@sreadthepeace: “@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr” nobody takin his bitch!"
<MENTION> it took a while for you to find me but i was hiding in the lime tree <MENTION> dis bitch in da wrong tree bro,0,1,0,"['@Queen_Kaaat', '@Iemonaids']",[],"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro."
<MENTION> drakes new shoes that will be released by nike jordan yes there s glitter on the shoes <URL> dudes a fag,1,0,0,['@NBA'],[],"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag"
<MENTION> <MENTION> inna di ghetto you alone lmaoo,0,0,1,"['@RachieSoul', '@DizzleOfficial']",[],"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo"
<MENTION> <MENTION> <MENTION> <MENTION> hoes austin teach us austin i teach u how to get curved that s all i know,0,0,1,"['@RamBoutIt', '@Master11_', '@20ToLife_', '@RamBoutIt']",[],"""@RamBoutIt: “@Master11_: @20ToLife_ @RamBoutIt hoes Austin” teach us Austin.""I teach u how to get curved? That's all I know"
<MENTION> bitches can t cook but know how to suck dick s o to the ones that can do both,0,1,0,['@ReachtheeCLIMAX'],[],"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!"
<MENTION> # hoesaintloyal well they re hoes no one expects them to be loyal,0,1,0,['@RiahSM'],['#hoesaintloyal'],"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal"
<MENTION> <MENTION> <MENTION> ol bitch ass <URL>,0,1,0,"['@RishaaWilliams', '@TRESHON_SCROOGE', '@_Nevertrustt']",[],"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG"
<MENTION> bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo,0,1,0,['@RnadJorell'],[],"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo"
<MENTION> just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you,0,1,0,['@SacTownProdigy'],[],"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you"
<MENTION> holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing,0,1,0,['@SamJLayman'],[],"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*"
<MENTION> i don t want to have sex with my gf because i feel like i m using her anonymous whata faggot,0,1,0,['@Samirahusic_'],[],"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot"
<MENTION> if ya bitch always bitching clearly she care or just an annoying bitch,0,1,0,['@Shaa_Jenkins'],[],"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!"
<MENTION> can t worry about a bitch that ain t worried bout me # real,0,1,0,['@SheWentToJordan'],['#real'],"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real"
<MENTION> side hoes are for insecure niggas that can t handle a real one,0,1,0,['@ShowArrive'],[],"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one."""
<MENTION> ???? <MENTION> lmao this bitch come scooting in the tent like she about to fuck some shit up ???,0,1,0,"['@Shun_stokes', '@bluprint_4']",[],"""@Shun_stokes: ????RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" ???"
<MENTION> my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers ?,0,1,0,['@Shun_stokes'],[],"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers ?"""
<MENTION> i m hungry but ionn wanna spend my money on food? broke hoe problems ????,0,1,0,['@SlimGirl_Probz'],[],"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food?""Broke hoe problems ????"
<MENTION> dese hoes be lyin to all of us nigga,0,1,0,['@SmeegBaby'],[],"""@SmeegBaby: Dese hoes be LYIN to all of us nigga"""
<MENTION> <URL> oh yeah fuck that bitch,0,1,0,['@SnakecharmsDump'],[],"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch"
<MENTION> eli manning just threw his nfl leading 27th interception of the season lmao trash,0,0,1,['@SportsCenter'],[],"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash"
<MENTION> guess what i also have zero time for your mansplaining adios stfu pussy,0,1,0,['@StellaTex'],[],"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy"
<MENTION> chilling ? <URL> sexy scally lad,0,0,1,['@Stephenwildboy'],[],"""@Stephenwildboy: Chilling ?™ http://t.co/mik3iPNle6"" sexy scally lad"
<MENTION> i ain t sharing no bitch if you mines you mines ?,0,1,0,['@Strap__'],[],"""@Strap__: I ain't sharing no bitch if you mines you mines ?"""
<MENTION> money only impress the simple broke bitches,0,1,0,['@SukMySweetness'],[],"""@SukMySweetness: money only impress the simple broke bitches"""
<MENTION> # pisces will never be anybody s bitch they don t let people control or change them rigghhht,0,1,0,['@Sylvieamx'],['#Pisces'],"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht"
<MENTION> <MENTION> <MENTION> i m not mad cuh hahaha suure tuku ho ita ??,0,0,1,"['@TEE_JONEZ', '@KingCuh', '@16stanleys']",[],"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! ??"
<MENTION> these hoes is crazy,0,1,0,['@TayKnosBest'],[],"""@TayKnosBest: These hoes is crazy"""
<MENTION> you ain t ever gonna be a slice bitch kevin hart,0,1,0,['@Taylorr_Babee'],[],"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:"
<MENTION> oomf so fuckin fine tho ? dam <MENTION> don t be no bitch,0,1,0,"['@ThatniggaTroy', '@her']",[],"""@ThatniggaTroy: Oomf so fuckin fine tho ? dam"" @ her, don't be no bitch."
<MENTION> i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags,0,1,0,['@TheGamerKingKev'],[],"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags"
<MENTION> # newsatquestions yeah bitch yeah bitch call me _______ a maybe b steve o c later d jesse pinkman <MENTION>,0,1,0,"['@TheNewSAT', '@machinegunkelly']",['#NewSATQuestions'],"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly"
<MENTION> hickies in between her thighs right by her pussy >>> its only right,0,1,0,['@TheNymphoTweets'],[],"""@TheNymphoTweets: Hickies in between her thighs right by her pussy >>>"" Its only right"
<MENTION> would you still love me when i m no longer young and beautiful no ugly monkey ass,0,1,0,['@TheOneMiss_Luu'],[],"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass."
<MENTION> <MENTION> <MENTION> y all come through the front bitch i ain t coming,0,1,0,"['@TheRealRickyB21', '@JetsAndASwisher', '@Gook____']",[],"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming"
<MENTION> <MENTION> faggot bitch <URL>,0,1,0,"['@TheRealRickyB21', '@JetsAndASwisher']",[],"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH"
<MENTION> <MENTION> yea i m on my ipad i don t work this friday let s ball this faggot up <MENTION> i work 2 5,0,1,0,"['@The_Realist_Sam', '@Madrid2_', '@TropicalBlanket']",[],"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5"
<MENTION> <URL> this scally lad would get it,0,0,1,['@Theo17100'],[],"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it"
<MENTION> # gerryshalloweenparty <URL> halloween was yesterday stupid nigger,1,0,0,['@TheoMaxximus'],['#GerrysHalloweenParty'],"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger"
<MENTION> chrus still supahot tho walks up to teacher with test drops test in that bitch fohead <URL>,0,1,0,['@TheoMaxximus'],[],"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI"
<MENTION> <MENTION> i love eating pussy lol i never get full lol i can eat that shit forever lol and ever,0,1,0,"['@Thornton25', '@KantKeepAhBYTCH']",[],"""@Thornton25: “@KantKeepAhBYTCH: I love eating pussy lol I never get full lol” I can eat that shit forever lol"" and ever."
<MENTION> <MENTION> <MENTION> <MENTION> no slushes ? hoes nasty anyway fam ? them hoes taste like meds ???,0,1,0,"['@Tmacc_GFG', '@VoiceOfDStreetz', '@Tmacc_GFG', '@tizzimarie']",[],"""@Tmacc_GFG: “@VoiceOfDStreetz: ""@Tmacc_GFG: “@tizzimarie: No slushes ?”hoes nasty anyway fam""?”them hoes taste like meds""???"
<MENTION> bobby bitch by <MENTION> be getting me live as fuck hell yea i play that hoe before my workout,0,1,0,"['@Tmacc_GFG', '@BobbyShmurdaGS9']",[],"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout"
<MENTION> yo bitch is gucci mane <MENTION> my bitch a stoner ?? <URL>,0,1,0,"['@TreLeKidd', '@JabariTheGreat']",[],"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner ?? http://t.co/lt9LIJjpg9""??????"
<MENTION> i can ride your bitch with no handle bars,0,1,0,['@TweetGameLazy'],[],"""@TweetGameLazy: I can ride your bitch with no handle bars"""
<MENTION> and if you ain t a hoe get up out my traphoussseeeee,0,1,0,['@TyJonCuffee'],[],"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee"""
<MENTION> 15 sad tv character deaths we re still bitter over <URL> <URL> stark was the man,0,0,1,['@UberFacts'],[],"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man"
<MENTION> these harbor bitches are all party bus hoes lol all,0,1,0,['@UnHoly_Jack'],[],"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?"
<MENTION> <MENTION> pussy love it,0,1,0,"['@Vbomb20', '@Woodchuck20']",[],"""@Vbomb20: @Woodchuck20 pussy"" love it"
<MENTION> ultraviolence video its coming you little bitch # mtvhottest lana del rey <URL> bitchy promo,0,1,0,['@VeronikaHumbert'],['#MTVHottest'],"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo"
<MENTION> on my way to fuck your bitch <URL> lmfao kittycopter,0,1,0,['@VineForTheByrd'],[],"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER"
<MENTION> a smuggler explains how he helped fighters along the jihadi highway <URL>,0,0,1,['@WBUR'],[],"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd"""
<MENTION> <MENTION> aww their avis look so cute together ? <URL> ??? do i gotta get ike avi on this bitch,0,1,0,"['@WBeezy_', '@QuaTheGreat']",[],"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together ? http://t.co/9lPorCb8w0"" ???"" do I gotta get Ike avi on this bitch ?"
<MENTION> <MENTION> its simple dont be a hoe dont worry about being exposed ? fight me why,0,1,0,"['@WBeezy_', '@Run_DRC']",[],"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed ?"" fight me""why ?"
<MENTION> whys this bitch boosting herself <URL> her size isn t exactly the most healthy tho,0,1,0,['@WannabeKanye'],[],"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho"
<MENTION> <MENTION> bet not be no bitches ????? ?? kim bye,0,1,0,"['@WitHaPrettyface', '@_1nonlykeisha']",[],"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! ?????"" ?? Kim bye!!!"
<MENTION> damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco,0,1,0,['@X_XPDOTJDOT'],[],"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco"
<MENTION> i m making marack my girlfriend <MENTION> aye b you pullin hoes just like o taught you,0,1,0,"['@XoJennyGirl', '@marackaf']",[],"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you"
